elapsed_ms,temperature_c
0,87.875
13,87.875
26,87.875
38,87.875
50,87.875
63,87.6875
76,87.6875
89,87.6875
175,87.6875
188,87.6875
201,87.6875
214,87.6875
227,87.6875
240,87.6875
253,87.6875
266,87.6875
279,87.6875
292,87.6875
378,88.0625
391,88.0625
405,88.0625
418,88.0625
432,88.0625
510,88.0625
523,88.0625
536,88.0625
549,88.0625
562,88.0625
640,88.0625
653,88.0625
667,88.0625
680,91.875
694,91.875
772,91.875
785,91.875
799,91.875
812,91.875
826,91.875
903,91.875
916,91.875
930,91.875
944,91.875
1020,97.5
1077,97.5
1131,97.5
1185,97.5
1238,97.5
1292,97.5
1345,109.25
1399,109.25
1452,109.25
1576,109.25
1629,109.25
1683,114.9375
1738,114.9375
1793,114.9375
1846,114.9375
1901,114.9375
1956,114.9375
2011,126.375
2065,126.375
2119,126.375
2243,126.375
2298,126.375
2354,131.8125
2408,131.8125
2462,131.8125
2516,131.8125
2572,131.8125
2626,131.8125
2681,136.5625
2736,136.5625
2792,136.5625
2919,136.5625
2975,145.8125
3029,145.8125
3085,145.8125
3140,145.8125
3196,145.8125
3250,145.8125
3305,150.375
3360,150.375
3415,150.375
3470,150.375
3597,150.375
3654,154.8125
3710,154.8125
3765,154.8125
3821,154.8125
3877,154.8125
3933,154.8125
3989,163.0
4045,163.0
4102,163.0
4159,163.0
4286,167.0
4343,167.0
4398,167.0
4455,167.0
4511,167.0
4567,167.0
4623,174.8125
4679,174.8125
4736,174.8125
4794,174.8125
4850,174.8125
4979,178.5625
5035,178.5625
5092,178.5625
5149,178.5625
5206,178.5625
5263,178.5625
5321,182.6875
5377,182.6875
5433,182.6875
5491,182.6875
5549,182.6875
5677,190.3125
5735,190.3125
5793,190.3125
5848,190.3125
5904,190.3125
5961,193.8125
6017,193.8125
6073,193.8125
6130,193.8125
6188,193.8125
6244,193.8125
6372,197.1875
6428,197.1875
6484,197.1875
6542,197.1875
6600,202.8125
6657,202.8125
6714,202.8125
6771,202.8125
6828,202.8125
6886,202.8125
6943,205.5
7071,205.5
7129,205.5
7188,205.5
7247,210.8125
7305,210.8125
7364,210.8125
7422,210.8125
7479,210.8125
7536,210.8125
7595,213.625
7652,213.625
7781,213.625
7840,213.625
7899,213.625
7956,216.4375
8016,216.4375
8074,216.4375
8134,216.4375
8192,216.4375
8253,222.5625
8312,222.5625
8372,222.5625
8503,222.5625
8563,222.5625
8623,225.5
8685,225.5
8745,225.5
8805,225.5
8867,225.5
8927,230.5
8987,230.5
9047,230.5
9107,230.5
9240,233.0625
9300,233.0625
9360,233.0625
9421,233.0625
9481,233.0625
9541,233.0625
9601,235.5625
9661,235.5625
9723,235.5625
9783,235.5625
9844,235.5625
9976,239.75
10036,239.75
10097,239.75
10159,239.75
10219,241.875
10280,241.875
10342,241.875
10403,241.875
10463,241.875
10525,241.875
10586,244.0625
10719,244.0625
10780,244.0625
10842,244.0625
10904,248.3125
10967,248.3125
11028,248.3125
11089,248.3125
11151,248.3125
11212,250.3125
11274,250.3125
11334,250.3125
11468,250.3125
11529,250.3125
11591,254.625
11653,254.625
11717,254.625
11779,254.625
11841,254.625
11903,256.75
11966,256.75
12027,256.75
12090,256.75
12224,259.0
12287,259.0
12348,259.0
12409,259.0
12471,259.0
12535,263.5
12597,263.5
12659,263.5
12722,263.5
12784,263.5
12847,263.5
12980,265.375
13041,265.375
13103,265.375
13166,265.375
13229,268.1875
13293,268.1875
13354,268.1875
13416,268.1875
13479,268.1875
13543,269.6875
13605,269.6875
13740,269.6875
13805,269.6875
13868,270.8125
13932,270.8125
13995,270.8125
14057,270.8125
14121,270.8125
14185,270.8125
14249,274.125
14313,274.125
14376,274.125
14512,274.125
14576,275.6875
14639,275.6875
14704,275.6875
14769,275.6875
14833,275.6875
14898,279.0
14963,279.0
15029,279.0
15094,279.0
15160,279.0
15296,280.25
15361,280.25
15426,280.25
15491,280.25
15556,282.0625
15620,282.0625
15685,282.0625
15748,282.0625
15812,282.0625
15879,285.0
15943,285.0
16080,285.0
16146,285.0
16213,286.875
16278,286.875
16344,286.875
16409,286.875
16476,286.875
16541,288.6875
16607,288.6875
16677,288.6875
16744,288.6875
16882,291.1875
16948,291.1875
17014,291.1875
17081,291.1875
17147,291.1875
17213,292.4375
17279,292.4375
17345,292.4375
17412,292.4375
17480,292.4375
17546,294.5625
17684,294.5625
17750,294.5625
17818,294.5625
17884,295.0
17950,295.0
18017,295.0
18085,295.0
18152,295.0
18219,295.375
18286,295.375
18353,295.375
18492,295.375
18560,295.6875
18627,295.6875
18694,295.6875
18800,295.6875
18852,296.3125
18903,296.3125
18955,296.3125
19007,296.3125
19059,296.3125
19111,296.3125
19235,298.8125
19287,298.8125
19340,298.8125
19392,298.8125
19445,298.8125
19498,300.375
19551,300.375
19602,300.375
19655,300.375
19705,300.375
19758,300.375
19882,302.0
19935,302.0
19987,302.0
20040,302.0
20093,302.0
20146,302.0
20199,305.5
20252,305.5
20305,305.5
20359,305.5
20411,305.5
20536,306.6875
20590,306.6875
20643,306.6875
20697,306.6875
